연번,과목명,등록일
1567,금형재료및정밀계측,2014-08-31
1568,기계제작법및CAD/CAM,2014-08-31
1569,기계제작법및기계동력학,2014-08-31
1570,기계조립작업,2014-08-31
1571,기관의장,2014-08-31
1572,기구학,2014-08-31
1573,기기분석,2014-08-31
1574,기상관측법,2014-08-31
1575,기상학개론,2014-08-31
1576,기어절삭가공법,2014-08-31
1577,기어절삭가동법및안전관리,2014-08-31
1578,기와시공,2014-08-31
1579,초음파탐상시험방법,2014-08-31
1580,초음파탐상시험법,2014-08-31
1581,초음파탐상시험원리,2014-08-31
1582,원예생산시설과관리,2014-08-31
1583,원예작물의번식,2014-08-31
1584,원예작물의육묘,2014-08-31
1585,원예작물의채종,2014-08-31
1586,원예작물일반,2014-08-31
1587,원예작물학,2014-08-31
1588,원예학일반,2014-08-31
1589,원자력관계법규,2014-08-31
1590,원자로공학,2014-08-31
1591,원자로이론및동위원소이용에관한사항,2014-08-31
1592,원자물리및핵물리,2014-08-31
1593,원형제작,2014-08-31
1594,위생공학,2014-08-31
1595,위생관계법규,2014-08-31
1596,위생법규,2014-08-31
1597,위생설비,2014-08-31
1598,위생화학,2014-08-31
1599,위험물의성질과취급,2014-08-31
1600,"온도계,점도계,밀도계,농도계,비중계,부피계및열량계",2014-08-31
1601,"온도계,점도계,밀도계,농도계,비중계,부피계및열량계에관한이론",2014-08-31
1602,유통경제,2014-08-31
1603,유화공장및약품관리,2014-08-31
1604,유화기기,2014-08-31
1605,육림,2014-08-31
1606,육묘방법과관리,2014-08-31
1607,육종학,2014-08-31
1608,윤활,2014-08-31
1609,윤활<삭제>,2014-08-31
1610,윤활공학,2014-08-31
1611,음향영상기기,2014-08-31
1612,음향학및정음,2014-08-31
1613,음향학및조율,2014-08-31
1614,음향학의기초,2014-08-31
1615,분리기기조작,2014-08-31
1616,분석기기,2014-08-31
1617,조선공학법,2014-08-31
1618,조선공학일반,2014-08-31
1619,응용역학,2014-08-31
1620,응용역학및토목제도,2014-08-31
1621,응용조원,2014-08-31
1622,응용측량,2014-08-31
1623,응용통계,2014-08-31
1624,응용통계학,2014-08-31
1625,응용통계학및수치해석,2014-08-31
1626,응용화학,2014-08-31
1627,의류상품학및복식문화사,2014-08-31
1628,의복구성기초이론,2014-08-31
1629,의복재료학,2014-08-31
1630,위험물의성질및취급,2014-08-31
1631,위험물의성질및취급방법,2014-08-31
1632,위험물의종류및성질,2014-08-31
1633,위험물취급방법,2014-08-31
1634,유기가공장치기계,2014-08-31
1635,유기가공장치및기계,2014-08-31
1636,유기공업화학,2014-08-31
1637,유기합성,2014-08-31
1638,유기화학,2014-08-31
1639,"유기화학공,무기화학공업및고분자화학공업에관한사항",2014-08-31
1640,유기화학공업및무기화학공업에관한사항,2014-08-31
1641,유리공업일반,2014-08-31
1642,유리성형기계및가공기계,2014-08-31
1643,유리성형및가공,2014-08-31
1644,유리시공,2014-08-31
1645,와전류탐상시험원리,2014-08-31
1646,와전류탐상시험의공업규격과그적용,2014-08-31
1647,와전류탐상장치,2014-08-31
1648,요업계산,2014-08-31
1649,요업계산법,2014-08-31
1650,요업공정,2014-08-31
1651,자기탐상검사,2014-08-31
1652,자기탐상관련규격,2014-08-31
1653,자기탐상법(시험편사용법을포함한다),2014-08-31
1654,자기탐상시험법,2014-08-31
1655,의상제도,2014-08-31
1656,의장도안,2014-08-31
1657,의장론,2014-08-31
1658,의장제도,2014-08-31
1659,의장학기초,2014-08-31
1660,이동지정리,2014-08-31
1661,이상기체및실제기체,2014-08-31
1662,이용이론,2014-08-31
1663,인간공학,2014-08-31
1664,"인간공학,재료및모형제작법",2014-08-31
1665,인간공학및시스템안전공학,2014-08-31
1666,인삼가공및보존,2014-08-31
1667,인삼및인삼제품,2014-08-31
1668,인삼재배,2014-08-31
1669,"인쇄,출판학",2014-08-31
1670,인쇄개론,2014-08-31
1671,인쇄공학,2014-08-31
1672,유선기기,2014-08-31
1673,유선방송설비기준,2014-08-31
1674,유선방송일반,2014-08-31
1675,유선선로개요,2014-08-31
1676,유선통신공학,2014-08-31
1677,유선통신기계개요,2014-08-31
1678,유선통신기계측정,2014-08-31
1679,유선통신기기,2014-08-31
1680,유선통신반송개요,2014-08-31
1681,유선통신발송개요,2014-08-31
1682,유선통신선로개요,2014-08-31
1683,유선통신시스템,2014-08-31
1684,유선통신측정,2014-08-31
1685,유안제조,2014-08-31
1686,유압기기및건설기계안전관리,2014-08-31
1687,유압기기및건설기계일반,2014-08-31
1688,유압일반,2014-08-31
1689,유지,2014-08-31
1690,유체기계,2014-08-31
1691,유체역학,2014-08-31
1692,유체역학(가스부문),2014-08-31
1693,유체역학(기계부문),2014-08-31
1694,유체역학(조선부문),2014-08-31
1695,유체역학및일반물리학,2014-08-31
1696,유체의수송및수송장치,2014-08-31
1697,자동제어및제어기기,2014-08-31
1698,자동제어응용,2014-08-31
1699,자동차검사,2014-08-31
1700,인쇄기계론및품질관리,2014-08-31
1701,인쇄기계일반,2014-08-31
1702,인쇄기론,2014-08-31
1703,인쇄기조작법,2014-08-31
1704,인쇄및사진기법,2014-08-31
1705,인쇄사진,2014-08-31
1706,인쇄사진기계,2014-08-31
1707,인쇄색채학,2014-08-31
1708,인쇄작업론,2014-08-31
1709,인쇄재료,2014-08-31
1710,인쇄재료학,2014-08-31
1711,인쇄재현및품질관리,2014-08-31
1712,인쇄화학,2014-08-31
1713,인장공예기법,2014-08-31
1714,인장에관련된법규,2014-08-31
1715,인장에관련된제반법규,2014-08-31
1716,인장학일반,2014-08-31
1717,인조섬유학,2014-08-31
1718,일기분석및예보론,2014-08-31
1719,일반광물,2014-08-31
1720,일반기계,2014-08-31
1721,일반기계공학,2014-08-31
1722,일반물리학,2014-08-31
1723,일반수학,2014-08-31
1724,일반야금학,2014-08-31
1725,일반전기공학및일반기계공학에관한사항,2014-08-31
1726,일반전기공학및일반기계에관한사항,2014-08-31
1727,"일반전자공학,전기응용,전기관계법규,전기시설관리,고전압...",2014-08-31
1728,일반주조,2014-08-31
1729,일반화약학,2014-08-31
1730,일반화학,2014-08-31
1731,일진기계공학,2014-08-31
1732,임도공학,2014-08-31
1733,임목육종학,2014-08-31
1734,임산제조,2014-08-31
1735,임산제조학,2014-08-31
1736,임산학,2014-08-31
1737,임업경영,2014-08-31
1738,임업경영학,2014-08-31
1739,임업기계일반,2014-08-31
1740,임업기계학,2014-08-31
1741,임업기계학및목재채취,2014-08-31
1742,임업육종,2014-08-31
1743,자동차화재탐지설비및소방기관에통보하는...,2014-08-31
1744,자동화시스템및시퀀스제어,2014-08-31
1745,자동화시스템및시퀸스제어,2014-08-31
1746,자동화재탐지설비및소방기관에통보하는...,2014-08-31
1747,자료구조,2014-08-31
1748,자료구조론,2014-08-31
1749,자료구조및데이타통신,2014-08-31
1750,자료구조및시스템프로그래밍,2014-08-31
1751,자료구조및어셈블리프로그래밍,2014-08-31
1752,자료구조일반,2014-08-31
1753,자료처리일반,2014-08-31
1754,자분탐상법,2014-08-31
1755,자분탐상시험법,2014-08-31
1756,자수재료와용구,2014-08-31
1757,폐기물개론,2014-08-31
1758,"산업안전일반,산업안전관계법규및전기안전에관한사항",2014-08-31
1759,"산업안전일반,산업안전관계법규및화공안전에관한사항",2014-08-31
1760,산업위생학,2014-08-31
1761,산업위생학개론,2014-08-31
1762,산업중독학개론,2014-08-31
1763,산업환기,2014-08-31
1764,산업환기기술,2014-08-31
1765,건축도장시공,2014-08-31
1766,건축법규,2014-08-31
1767,건축설계,2014-08-31
1768,건축설비,2014-08-31
1769,건축설비관계법규,2014-08-31
1770,건축시공,2014-08-31
1771,건축시공및재료,2014-08-31
1772,건축시공및적산,2014-08-31
1773,건축일반,2014-08-31
1774,건축재료,2014-08-31
1775,건축제도,2014-08-31
1776,건축환경,2014-08-31
1777,검색시스템,2014-08-31
1778,견사공학,2014-08-31
1779,견섬유가공학,2014-08-31
1780,경제성공학,2014-08-31
1781,경제성공학(가치공학포함),2014-08-31
1782,계량계측공학,2014-08-31
1783,계량관계법규,2014-08-31
1784,계량관계법규및국제단위계,2014-08-31
1785,계량기개론및계량계측공학,2014-08-31
1786,계량에관한기초지식,2014-08-31
1787,계장공사,2014-08-31
1788,계장제어시스템,2014-08-31
1789,계측기기.배관일반 및 에너지이용합리화법 등 관계법규,2014-08-31
1790,계측방법,2014-08-31
1791,계획이론,2014-08-31
1792,고무가공장치기계,2014-08-31
1793,고무공업화학,2014-08-31
1794,고무의가공장치및기계,2014-08-31
1795,"고무의배합,가공및성형",2014-08-31
1796,"고무의배합,가공및시험",2014-08-31
1797,고분자공업화학,2014-08-31
1798,고분자화학,2014-08-31
1799,고압가수관계법규,2014-08-31
1800,고압가스관계법규,2014-08-31
1801,고압가스관계법규,2014-08-31
1802,고압가스기계,2014-08-31
1803,고압가스기계및냉동,2014-08-31
1804,고압가스냉동기계,2014-08-31
1805,고압가스안전관리,2014-08-31
1806,고압가스의제조및화학반응,2014-08-31
1807,고압가스장치및설비,2014-08-31
1808,고압가스재료,2014-08-31
1809,고압가스취급및관계법규,2014-08-31
1810,고압가스취급법및법규,2014-08-31
1811,고압가스화학,2014-08-31
1812,고압합성반응,2014-08-31
1813,공기조화,2014-08-31
1814,공기조화설비,2014-08-31
1815,공업계측,2014-08-31
1816,공업계측및전기전자제어,2014-08-31
1817,공업계측및전기전자계측,2014-08-31
1818,"CAD,공업계측및전기,전자제어",2014-08-31
1819,CAD/CAM,2014-08-31
1820,CAD/CAM기초및기계제작법,2014-08-31
1821,CAD/CAM및계측공학,2014-08-31
1822,CAD/CAM및정밀측정,2014-08-31
1823,CAD및공업디자인론,2014-08-31
1824,CAD및공차론,2014-08-31
1825,NC기계가공법및안전관리,2014-08-31
1826,가공법,2014-08-31
1827,가공학,2014-08-31
1828,가구공작법,2014-08-31
1829,가구도장시공,2014-08-31
1830,가구의장,2014-08-31
1831,가구재료,2014-08-31
1832,가구제도,2014-08-31
1833,가마및연소,2014-08-31
1834,가발기기,2014-08-31
1835,가발의개념,2014-08-31
1836,가발의원료지식,2014-08-31
1837,가발의일반적공학,2014-08-31
1838,가스계측기기,2014-08-31
1839,가스관계법규,2014-08-31
1840,가스설비,2014-08-31
1841,가스안전관리,2014-08-31
1842,가스유체역학,2014-08-31
1843,가스의액화,2014-08-31
1844,가스일반및연소,2014-08-31
1845,가열,2014-08-31
1846,가열<삭제>,2014-08-31
1847,가죽공업화학,2014-08-31
1848,가죽염색,2014-08-31
1849,가죽처리,2014-08-31
1850,가죽처리기계기구,2014-08-31
1851,가죽처리및염색,2014-08-31
1852,가죽처리약품,2014-08-31
1853,가축번식생리학,2014-08-31
1854,가축번식육종학,2014-08-31
1855,가축사양학,2014-08-31
1856,가축육종학,2014-08-31
1857,각종채소의병충해와농약,2014-08-31
1858,각종채소의생리,2014-08-31
1859,각종채소의육모법,2014-08-31
1860,각종채소의일반및특수제조,2014-08-31
1861,각종채소의종자관리,2014-08-31
1862,각종타자기의개조지식,2014-08-31
1863,각종타자기의기능별장치의연관관계와보호관리,2014-08-31
1864,각종타자기의설계도,2014-08-31
1865,간단한세공이론,2014-08-31
1866,개발공학,2014-08-31
1867,개항작업,2014-08-31
1868,객화차검수,2014-08-31
1869,객화차검수및보수규정,2014-08-31
1870,객화차기계및제동장치,2014-08-31
1871,객화차기계장치,2014-08-31
1872,객화차보수규정,2014-08-31
1873,객화차장치,2014-08-31
1874,"객화차장치(기계,제동)",2014-08-31
1875,객화차전기장치,2014-08-31
1876,객화차제동장치,2014-08-31
1877,거푸집시공,2014-08-31
1878,건설기계일반,2014-08-31
1879,건설기계일반및건설관계법규,2014-08-31
1880,건설기계일반및기계제작법,2014-08-31
1881,조선공학일반및축계장치,2014-08-31
1882,"길이계,각도계및점척기에관한이론...",2014-08-31
1883,"길이계,각도계및접척기에관한이론,저울검위형및섬도분동에관한이론",2014-08-31
1884,건설기계정비,2014-08-31
1885,건설시공,2014-08-31
1886,"길이계,각도계,넓이계,입도계,굴절도계,내화도계,시간계및속도계이론",2014-08-31
1887,"해양퇴적학,해류총론,해양상태학및수산자원학에관한사항",2014-08-31
1888,해양학,2014-08-31
1889,해양학개론,2014-08-31
1890,해양화학,2014-08-31
1891,해조류양식,2014-08-31
1892,해양퇴적및지질,2014-08-31
1893,핵분리,2014-08-31
1894,핵재료공학및동위원소이용,2014-08-31
1895,핵화학공학,2014-08-31
1896,"형,평삭가공및안전관리",2014-08-31
1897,형평삭가공법,2014-08-31
1898,호텔관리개론,2014-08-31
1899,혼합조작,2014-08-31
1900,홍삼제조관계법규,2014-08-31
1901,화공계측,2014-08-31
1902,화공기술,2014-08-31
1903,화공열역학,2014-08-31
1904,화공장치운전및보수,2014-08-31
1905,화공제도,2014-08-31
1906,화단조성,2014-08-31
1907,화물운송,2014-08-31
1908,화물취급절차,2014-08-31
1909,화약,2014-08-31
1910,화약류단속관계법규,2014-08-31
1911,화약류제조학,2014-08-31
1912,화약및발파,2014-08-31
1913,화약및발파학,2014-08-31
1914,화재예방과소화방법,2014-08-31
1915,화재예방및소화방법,2014-08-31
1916,공업화학,2014-08-31
1917,화학공업양론,2014-08-31
1918,화학공업통론,2014-08-31
1919,화학공학통론,2014-08-31
1920,화학기계,2014-08-31
1921,화학기재,2014-08-31
1922,화학분석,2014-08-31
1923,화학설비위험방지기술,2014-08-31
1924,화학섬유,2014-08-31
1925,화학섬유및안전관리,2014-08-31
1926,화학섬유및편직에관한사항,2014-08-31
1927,화학해양학,2014-08-31
1928,화훼원예,2014-08-31
1929,화훼원예학,2014-08-31
1930,기초전기일반,2014-08-31
1931,기초지식,2014-08-31
1932,기초통계,2014-08-31
1933,기초통계일반,2014-08-31
1934,기초화학,2014-08-31
1935,기타조원에필요한지식,2014-08-31
1936,기하광학,2014-08-31
1937,기후학,2014-08-31
1938,"길이계,각도계,넓이계,입도계,굴절도계,내화도계,시간계및속도계",2014-08-31
1939,시설관리,2014-08-31
1940,문선,2014-08-31
1941,문선작업,2014-08-31
1942,문신,2014-08-31
1943,문자도안법및전사법,2014-08-31
1944,문자의역사와인장사,2014-08-31
1945,물류관리,2014-08-31
1946,라디오텔레비의조립및수리작업,2014-08-31
1947,레이저광학,2014-08-31
1948,렌즈광원 및 녹음재생,2014-08-31
1949,마이크로그래픽스시스템,2014-08-31
1950,마이크로그래픽스작성,2014-08-31
1951,마이크로전자계산기,2014-08-31
1952,마이크로프로세서및디지탈공학,2014-08-31
1953,마이크로프로세서응용,2014-08-31
1954,"메카니즘,시스템설계및메카트로닉스공학",2014-08-31
1955,메카트로닉스기기,2014-08-31
1956,면방적,2014-08-31
1957,모조보석에관한일반이론,2014-08-31
1958,모형제작론,2014-08-31
1959,모형제작론및유통경제,2014-08-31
1960,목공기기,2014-08-31
1961,목공술,2014-08-31
1962,목공예기법,2014-08-31
1963,목공예기법및안전관리,2014-08-31
1964,목공예안전,2014-08-31
1965,목공예자료,2014-08-31
1966,목공예재료,2014-08-31
1967,목공작업및시공,2014-08-31
1968,목공작업및재료,2014-08-31
1969,목공재료,2014-08-31
1970,목구조,2014-08-31
1971,목구조시공,2014-08-31
1972,목도법,2014-08-31
1973,물리적유해인자관리,2014-08-31
1974,물리전자공학,2014-08-31
1975,물리전자및재료,2014-08-31
1976,물리탐광결과처리,2014-08-31
1977,물리탐광기계,2014-08-31
1978,물리탐광작업,2014-08-31
1979,물리학,2014-08-31
1980,물리해양학,2014-08-31
1981,물리화학,2014-08-31
1982,미기상학,2014-08-31
1983,미생물공학,2014-08-31
1984,미생물학,2014-08-31
1985,미용이론,2014-08-31
1986,"미장,타일시공및재료",2014-08-31
1987,미장시공,2014-08-31
1988,"밀도계,농도계,비중계,부피계및유량계",2014-08-31
1989,밀링가공법,2014-08-31
1990,밀링가공법및안전관리,2014-08-31
1991,"박용기관,선박계산,조선공작법",2014-08-31
1992,"박용기관,선박보기,선박동력설계및선체의장에관한사항",2014-08-31
1993,"박용기관,선박설계,용접및공학에관한사항",2014-08-31
1994,박용기관및박용보기,2014-08-31
1995,반도체회로,2014-08-31
1996,반석기기,2014-08-31
1997,반응공학,2014-08-31
1998,반응공학및공정제어에관한사항,2014-08-31
1999,반응기기,2014-08-31
2000,반응화학,2014-08-31
2001,발변전설비,2014-08-31
2002,발전기,2014-08-31
2003,발전기계설비,2014-08-31
2004,"발전설비,변전설비,전기관계법규,전기응용및계측에관한사항",2014-08-31
2005,발전전기설비,2014-08-31
2006,발파,2014-08-31
2007,발파공학,2014-08-31
2008,발효화학,2014-08-31
2009,방사공학,2014-08-31
2010,방사선안전관리,2014-08-31
2011,목형재료,2014-08-31
2012,목형제작법,2014-08-31
2013,무기공업화학,2014-08-31
2014,"무기공업화학,유기공업화학및분석화학에관한사항",2014-08-31
2015,무기재료공업,2014-08-31
2016,보석의장,2014-08-31
2017,보석일반,2014-08-31
2018,보석재료,2014-08-31
2019,보석재료및가공기법,2014-08-31
2020,보오링가공법,2014-08-31
2021,보오링가공법및안전관리,2014-08-31
2022,보온및방수,2014-08-31
2023,보일러및냉동기,2014-08-31
2024,보일러설비및구조,2014-08-31
2025,"보일러시공,취급및안전관리",2014-08-31
2026,보조제,2014-08-31
2027,보통선반가공법,2014-08-31
2028,보통선반가공법및안전관리,2014-08-31
2029,복식문화사,2014-08-31
2030,복식의장 및 복식문화사,2014-08-31
2031,복장미학,2014-08-31
2032,복장미학일반,2014-08-31
2033,방사선안전관리개론및관계법규,2014-08-31
2034,방사선안전관리및관계법규,2014-08-31
2035,방사선안전관리및관련규격,2014-08-31
2036,방사선안전관리및방사선투과시험의공업규격,2014-08-31
2037,방사선측정,2014-08-31
2038,방사선투과검사,2014-08-31
2039,복제판,2014-08-31
2040,방사선투과시험법,2014-08-31
2041,방사선투과시험원리,2014-08-31
2042,방사선투과시험의공업규격과그적용,2014-08-31
2043,방사선투과시험의공업규격및방사선안전,2014-08-31
2044,방사화학,2014-08-31
2045,방송미디어개론,2014-08-31
2046,방송통신기기,2014-08-31
2047,방수시공,2014-08-31
2048,방수재료,2014-08-31
2049,방적,2014-08-31
2050,방적및안전관리,2014-08-31
2051,방적및제직,2014-08-31
2052,방적학,2014-08-31
2053,배관공작,2014-08-31
2054,배관공작및재료,2014-08-31
2055,배관공학,2014-08-31
2056,배관공학및안전관리,2014-08-31
2057,배관및공기조화설비,2014-08-31
2058,배관설비공학,2014-08-31
2059,물리및화학,2014-08-31
2060,산업심리및교육(인간공학),2014-08-31
2061,산업안전,2014-08-31
2062,"산업안전공학(운반공학,방화및방폭공학,기계전기및화공안전공학)",2014-08-31
2063,분쇄기이론,2014-08-31
2064,분쇄조작,2014-08-31
2065,"불연성가스소화설비,증발성액체소화설비및분말소화설비에관한구조와원리",2014-08-31
2066,붙여넣기,2014-08-31
2067,비계시공,2014-08-31
2068,"비료,토양및농약화학에관한사항",2014-08-31
2069,비료토양,2014-08-31
2070,비료학,2014-08-31
2071,비료학및잡초방제학,2014-08-31
2072,비차괴검사개론,2014-08-31
2073,비철금속제련,2014-08-31
2074,비철금속제련학,2014-08-31
2075,비철야금,2014-08-31
2076,비철재료학,2014-08-31
2077,비철제련,2014-08-31
2078,비철제련학,2014-08-31
2079,비파괴검사개론,2014-08-31
2080,비파괴시험법,2014-08-31
2081,사료작물학,2014-08-31
2082,사료작물학및초지학,2014-08-31
2083,사무경영관리개론,2014-08-31
2084,사무관리개론,2014-08-31
2085,배관설비시공및설비제도,2014-08-31
2086,배관시공및안전관리,2014-08-31
2087,배관일반,2014-08-31
2088,배관재료,2014-08-31
2089,배양공학,2014-08-31
2090,버섯재배법,2014-08-31
2091,버섯종균제조에관한법규,2014-08-31
2092,변전설비,2014-08-31
2093,병충해방제와안전재배,2014-08-31
2094,병충해와농약,2014-08-31
2095,보건물리및원자력관계법규,2014-08-31
2096,보건물리및원자로운전과안전,2014-08-31
2097,보석가공,2014-08-31
2098,보석가공이론,2014-08-31
2099,보석감별및감정,2014-08-31
2100,보석감정,2014-08-31
2101,보석감정법,2014-08-31
2102,보석광물이론,2014-08-31
2103,보석연마및세공이론,2014-08-31
2104,삽화제작법,2014-08-31
2105,상변태론,2014-08-31
2106,상평형및열역학,2014-08-31
2107,상하수도계획,2014-08-31
2108,상하수도공학,2014-08-31
2109,색채,2014-08-31
2110,색채론,2014-08-31
2111,색채및구성이론,2014-08-31
2112,색채및디자인론,2014-08-31
2113,사무자동화기술,2014-08-31
2114,사무자동화시스템,2014-08-31
2115,사무정보기기,2014-08-31
2116,사방공학,2014-08-31
2117,사진광학,2014-08-31
2118,사진기계론,2014-08-31
2119,사진및인쇄제판론,2014-08-31
2120,사진사,2014-08-31
2121,사진식자,2014-08-31
2122,사진작업론,2014-08-31
2123,사진재료,2014-08-31
2124,사진재료론,2014-08-31
2125,사진제판공학,2014-08-31
2126,사진제판론,2014-08-31
2127,사진촬영,2014-08-31
2128,사진측량 및 지리정보시스템,2014-08-31
2129,사진측량일반,2014-08-31
2130,사진판독,2014-08-31
2131,사진학개론,2014-08-31
2132,사진화학,2014-08-31
2133,사출금형가공법,2014-08-31
2134,사출금형가공법및안전관리,2014-08-31
2135,"산림경리학,수병학및산림평가학에관한사항",2014-08-31
2136,산림보호,2014-08-31
2137,산림보호학,2014-08-31
2138,산림보호학및산림관계법규,2014-08-31
2139,산림생산공학,2014-08-31
2140,산림측량학,2014-08-31
2141,산림토목,2014-08-31
2142,산림토목학,2014-08-31
2143,산림해충,2014-08-31
2144,산업독성학,2014-08-31
2145,산업디자인론,2014-08-31
2146,과목없음,2014-08-31
2147,제1과제,2014-08-31
2148,제2과제,2014-08-31
2149,제3과제,2014-08-31
2150,제4과제,2014-08-31
2151,제5과제,2014-08-31
2152,그외과제,2014-08-31
2153,영역1,2014-08-31
2154,영역2,2014-08-31
2155,영역3,2014-08-31
2156,영역4,2014-08-31
2157,영역5,2014-08-31
2158,대표과목,2014-08-31
2159,DUMMY,2014-08-31
2160,근로기준법,2014-08-31
2161,최저임금법,2014-08-31
2162,임금채권보장법,2014-08-31
2163,근로자퇴직급여보장법,2014-08-31
2164,기간제및단시간근로자보호등에관한법률,2014-08-31
2165,식품위생학,2014-08-31
2166,식품제조기계,2014-08-31
2167,식품학,2014-08-31
2168,식품화학,2014-08-31
2169,신뢰성공학,2014-08-31
2170,신뢰성관리,2014-08-31
2171,신문광고식별법,2014-08-31
2172,신호공학,2014-08-31
2173,신호관계법규,2014-08-31
2174,오퍼레이션리서치,2014-08-31
2175,오퍼레이션리서치및프로그레밍언어,2014-08-31
2176,"옥내소화전설비,스프링크라설비,연결살수설비,물분무소화설비",2014-08-31
2177,"옥내소화전설비,스프링크라설비,연결살수설비,물분무소화설비및옥외소화",2014-08-31
2178,옥내외배선,2014-08-31
2179,옥내외배선및안전관리,2014-08-31
2180,"온도계,점도계,밀도계,농도계,비중계,부피계및역량계에관한이론",2014-08-31
2181,어업관리론,2014-08-31
2182,어업기기,2014-08-31
2183,어업기기학,2014-08-31
2184,어업생물및수산자원학,2014-08-31
2185,어업정보론,2014-08-31
2186,어업제도및수산관계법규,2014-08-31
2187,어업제도및수산법규,2014-08-31
2188,어장학,2014-08-31
2189,어패류기생충학,2014-08-31
2190,어패류병리학,2014-08-31
2191,어패류약리학,2014-08-31
2192,에너지및물질수지,2014-08-31
2193,에너지이용합리화관계법규,2014-08-31
2194,여객운송,2014-08-31
2195,여객운송취급,2014-08-31
2196,연동장치,2014-08-31
2197,연등장치,2014-08-31
2198,연료,2014-08-31
2199,연료공학,2014-08-31
2200,연료및윤활,2014-08-31
2201,연삭가공법,2014-08-31
2202,연삭가공법및안전관리,2014-08-31
2203,연소공학,2014-08-31
2204,연소공학개론,2014-08-31
2205,연소및소성이론,2014-08-31
2206,연소및폭발,2014-08-31
2207,연소이론,2014-08-31
2208,연판,2014-08-31
2209,열과증기,2014-08-31
2210,"열과증기,열정산및계측방법",2014-08-31
2211,열관리개론및열관리관계법규,2014-08-31
2212,열관리관계법규,2014-08-31
2213,열기기요소,2014-08-31
2214,열기기의재료및부식,2014-08-31
2215,"온도계,점도계,밀도계,농도계,비중계,열량계및부피계에관한이론",2014-08-31
2216,"온도계,점도계,밀도계,농도계,비중계및열량계에관한이론",2014-08-31
2217,"온도계,점도계및열량계",2014-08-31
2218,"온도계,접도계,밀도계,농도계,비중계및열량계에관한이론",2014-08-31
2219,"온도계및습도계에관한이론,역량계,일계,공률계및압력계에관한이론",2014-08-31
2220,"온도계및습도계에관한이론,역량계,일계,공율계및압력계에관한이론",2014-08-31
2221,온돌구조,2014-08-31
2222,온돌및구멍탄용보일러구조,2014-08-31
2223,온동시공,2014-08-31
2224,옵셋인쇄,2014-08-31
2225,와전류시험법,2014-08-31
2226,와전류시험편(시험편사용법),2014-08-31
2227,와전류탐상검사,2014-08-31
2228,와전류탐상관련규격,2014-08-31
2229,와전류탐상시험법,2014-08-31
2230,"열동력,기계재료,기계진동및기계공작법에관한사항",2014-08-31
2231,열부하계산법,2014-08-31
2232,열설비및로재,2014-08-31
2233,열설비설계,2014-08-31
2234,열설비재료및관계법규,2014-08-31
2235,열설비재료및설계,2014-08-31
2236,열역학,2014-08-31
2237,열역학및내연기관,2014-08-31
2238,열유체공학,2014-08-31
2239,열전달,2014-08-31
2240,열차운전,2014-08-31
2241,열차운행조작,2014-08-31
2242,염색,2014-08-31
2243,염색가공일반,2014-08-31
2244,염색학,2014-08-31
2245,염색학및가공학,2014-08-31
2246,영사기의구조및원리,2014-08-31
2247,영상및음향기기,2014-08-31
2248,영양과원가계산,2014-08-31
2249,영양학,2014-08-31
2250,영양화학및발효학,2014-08-31
2251,요업원료,2014-08-31
2252,요업제도,2014-08-31
2253,요업체,2014-08-31
2254,용업기술개론,2014-08-31
2255,용접,2014-08-31
2256,용접공학,2014-08-31
2257,용접공학및구조설계,2014-08-31
2258,용접공학및분말야공학,2014-08-31
2259,용접구조설계,2014-08-31
2260,용접기술개론,2014-08-31
2261,용접기술기론,2014-08-31
2262,용접기술일반,2014-08-31
2263,용접및로보트공학,2014-08-31
2264,용접시공및기초설계,2014-08-31
2265,용접야금,2014-08-31
2266,용접일반,2014-08-31
2267,용접일반및안전관리,2014-08-31
2268,용접재료,2014-08-31
2269,운영체제,2014-08-31
2270,원동기,2014-08-31
2271,원동기구조,2014-08-31
2272,원동기구조학,2014-08-31
2273,원동기단속관계법규,2014-08-31
2274,화훼의번식,2014-08-31
2275,화훼의분류,2014-08-31
2276,해양수산법규,2014-08-31
2277,조사방법론(I),2014-08-31
2278,조사방법론(II),2014-08-31
2279,제2과제(선택),2014-08-31
2280,상담사교육및사례지도,2014-08-31
2281,청소년관련법과행정,2014-08-31
2282,상담연구방법론의실제,2014-08-31
2283,비행상담,2014-08-31
2284,성상담,2014-08-31
2285,약물상담,2014-08-31
2286,위기상담,2014-08-31
2287,청소년상담의이론과실제,2014-08-31
2288,상담연구방법론의기초,2014-08-31
2289,심리측정평가의활용,2014-08-31
2290,이상심리,2014-08-31
2291,진로상담,2014-08-31
2292,집단상담,2014-08-31
2293,가족상담,2014-08-31
2294,학업상담,2014-08-31
2295,발달심리,2014-08-31
2296,집단상담의기초,2014-08-31
2297,심리측정및평가,2014-08-31
2298,상담이론,2014-08-31
2299,학습이론,2014-08-31
2300,청소년이해론,2014-08-31
2301,청소년수련활동론,2014-08-31
2302,수질오염공정시험기준,2014-08-31
2303,복식의장및한국복식문화사,2014-08-31
2304,지리정보시스템,2014-08-31
2305,태양광발전시스템운영,2014-08-31
2306,신재생에너지관련법규,2014-08-31
2307,정보보안일반,2014-08-31
2308,정보보안관리 및 법규,2014-08-31
2309,행정법,2014-08-31
2310,그린전동자동차 측정과 시험평가,2014-08-31
2311,그린전동자동차 사양설계 및 성능평가,2014-08-31
2312,온실가스관리 실무,2014-08-31
